100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.222265,-0.179803,0.193999,-0.015324,-0.064336,-0.070977,0.116258,-0.006668,-0.299724,0.239796,-0.384715,0.166409,0.213095,-0.506139,0.437714,-0.019297,-0.141649,-0.588603,-0.611396,-0.012613,0.020745,-0.754236,0.336685,-0.610439,-0.571860,-0.011484,0.119105,0.153904,-0.117391,-0.180162,0.011515,0.120232,-0.361434,0.498170,0.151910,0.002828,-0.260353,0.105587,0.237993,0.310385,0.143689,-0.293916,0.041756,-0.103309,0.070947,0.207803,-2.758994,-3.312046,0.838695,0.640383,-0.045913,0.052758,0.764865,0.045562,-0.153351,-0.000316,-0.241188,-0.146115,-0.137884
-0.228370,-0.185522,0.193884,-0.014132,-0.062797,-0.072151,0.114456,-0.006552,-0.298521,0.236182,-0.379734,0.167928,0.213123,-0.508743,0.438770,-0.016917,-0.138545,-0.587166,-0.614335,-0.012195,0.019712,-0.753527,0.338763,-0.610439,-0.571860,-0.011485,0.119105,0.153904,-0.117391,-0.180162,0.011515,0.120233,-0.361434,0.498173,0.151911,0.002828,-0.260350,0.105585,0.237993,0.310387,0.143692,-0.293913,0.041756,-0.103309,0.070947,0.207801,-2.758538,-3.313579,0.838692,0.640892,-0.047208,0.053245,0.764326,0.045586,-0.153327,-0.000319,-0.241188,-0.146115,-0.137884
-0.234474,-0.191240,0.193769,-0.012941,-0.061258,-0.073325,0.112654,-0.006437,-0.297319,0.232568,-0.374752,0.169447,0.213151,-0.511346,0.439826,-0.014537,-0.135441,-0.585729,-0.617275,-0.011778,0.018679,-0.752817,0.340841,-0.610440,-0.571860,-0.011486,0.119105,0.153905,-0.117391,-0.180162,0.011515,0.120233,-0.361434,0.498173,0.151910,0.002827,-0.260347,0.105585,0.237993,0.310387,0.143689,-0.293911,0.041756,-0.103309,0.070944,0.207801,-2.758082,-3.315112,0.838688,0.641400,-0.048502,0.053731,0.763784,0.045598,-0.153303,-0.000319,-0.241200,-0.146109,-0.137884
-0.240578,-0.196959,0.193654,-0.011750,-0.059719,-0.074499,0.110853,-0.006322,-0.296117,0.228953,-0.369770,0.170966,0.213179,-0.513950,0.440882,-0.012157,-0.132337,-0.584293,-0.620214,-0.011360,0.017646,-0.752108,0.342919,-0.252265,-0.279051,-0.050738,0.099797,0.110749,-0.037434,-0.060149,0.096385,0.170532,-0.208535,0.170760,0.076677,0.013068,-0.154838,0.093064,0.066926,0.107632,0.107521,-0.317168,-0.032917,-0.088853,0.210133,0.102761,-2.757626,-3.316645,0.838685,0.641907,-0.049797,0.054216,0.763241,0.044656,-0.057447,-0.000498,-0.112856,-0.064695,-0.168997
-0.239519,-0.196821,0.192754,-0.010945,-0.059043,-0.074073,0.111451,-0.004510,-0.293908,0.228397,-0.371337,0.170981,0.213412,-0.514443,0.441687,-0.013198,-0.133288,-0.583579,-0.623618,-0.012436,0.016902,-0.748615,0.342896,0.284999,0.160164,-0.109618,0.070836,0.046015,0.082502,0.119871,0.223691,0.245981,0.020812,-0.320357,-0.036170,0.028427,0.003427,0.074278,-0.189673,-0.196501,0.053278,-0.352061,-0.144927,-0.067169,0.418913,-0.054796,-2.757189,-3.316261,0.838678,0.642670,-0.049629,0.054259,0.762607,0.043285,0.086331,-0.000766,0.079852,0.057119,-0.215706
-0.234878,-0.193756,0.191462,-0.010334,-0.058798,-0.072849,0.113250,-0.001848,-0.291197,0.229370,-0.376177,0.170243,0.213748,-0.513881,0.442367,-0.015951,-0.136267,-0.583227,-0.627255,-0.014258,0.016302,-0.743730,0.341823,0.464086,0.306569,-0.129245,0.061182,0.024437,0.122480,0.179877,0.266127,0.271130,0.097261,-0.484063,-0.073787,0.033546,0.056183,0.068016,-0.275207,-0.297879,0.035197,-0.363690,-0.182263,-0.059940,0.488508,-0.107314,-2.756761,-3.314919,0.838670,0.643560,-0.048731,0.054081,0.761926,0.042832,0.134265,-0.000855,0.144142,0.097644,-0.231290
-0.230238,-0.190690,0.190169,-0.009722,-0.058554,-0.071624,0.115049,0.000813,-0.288486,0.230342,-0.381018,0.169505,0.214083,-0.513319,0.443048,-0.018703,-0.139246,-0.582875,-0.630892,-0.016081,0.015703,-0.738844,0.340750,0.295131,0.167283,-0.099593,0.074439,0.049249,0.074624,0.081857,0.235055,0.254129,0.029554,-0.286752,-0.039151,0.024763,0.024080,0.066389,-0.192499,-0.194599,0.061610,-0.321320,-0.144897,-0.066338,0.410888,-0.027199,-2.756332,-3.313576,0.838661,0.644450,-0.047833,0.053902,0.761244,0.042760,0.086391,-0.000727,0.085610,0.056493,-0.224594
-0.228976,-0.190410,0.189470,-0.008845,-0.057813,-0.071356,0.114887,0.002853,-0.286115,0.229961,-0.381912,0.169460,0.214243,-0.513400,0.443695,-0.019801,-0.140159,-0.581995,-0.633681,-0.017156,0.014975,-0.735512,0.341279,-0.211736,-0.250575,-0.010640,0.114208,0.123684,-0.068947,-0.212203,0.141838,0.203121,-0.173566,0.305185,0.064760,-0.001583,-0.072223,0.061505,0.055623,0.115241,0.140867,-0.194216,-0.032797,-0.085532,0.178021,0.213151,-2.755905,-3.313191,0.838655,0.645281,-0.047628,0.053901,0.760552,0.042546,-0.057268,-0.000340,-0.090176,-0.066680,-0.204536
-0.234472,-0.195702,0.189956,-0.007438,-0.056080,-0.073003,0.110805,0.003650,-0.284423,0.226871,-0.374914,0.170800,0.214052,-0.514764,0.444278,-0.017590,-0.136941,-0.580058,-0.634776,-0.016737,0.013992,-0.735284,0.345013,-0.549647,-0.529148,0.048661,0.140722,0.173308,-0.164661,-0.408242,0.079694,0.169115,-0.308980,0.699814,0.134032,-0.019147,-0.136426,0.058247,0.221038,0.321800,0.193709,-0.109476,0.041936,-0.098328,0.022781,0.373383,-2.755481,-3.314721,0.838655,0.645998,-0.048811,0.054257,0.759843,0.042391,-0.153029,-0.000086,-0.207508,-0.148583,-0.191164
-0.239969,-0.200993,0.190443,-0.006030,-0.054347,-0.074649,0.106722,0.004447,-0.282732,0.223781,-0.367916,0.172141,0.213860,-0.516128,0.444860,-0.015380,-0.133723,-0.578121,-0.635871,-0.016318,0.013009,-0.735056,0.348747,-0.549646,-0.529147,0.048662,0.140722,0.173308,-0.164661,-0.408243,0.079694,0.169115,-0.308981,0.699814,0.134031,-0.019147,-0.136429,0.058246,0.221038,0.321799,0.193706,-0.109479,0.041936,-0.098328,0.022784,0.373380,-2.755058,-3.316252,0.838654,0.646713,-0.049994,0.054612,0.759132,0.042391,-0.153029,-0.000086,-0.207499,-0.148595,-0.191167
