-2.75899390,-3.31204580,0.83869475,-0.04591309,0.05275835,0.76486520,0.64038250,-0.22764911,-0.01493216,-0.00776465,0.16753539,-0.01665101,-0.01146801,-0.18424395,-0.06358525,-0.30034154,0.21290990,-0.13841884,0.02051815,0.19489922,-0.07234208,0.23761742,-0.50684078,-0.58793609,-0.75691263,0.11335279,-0.37871365,0.43776886,-0.61054489,0.33989135
-2.75853820,-3.31357930,0.83869160,-0.04720775,0.05324449,0.76432560,0.64089220,-0.22949993,-0.01408669,-0.00688503,0.16815121,-0.01636256,-0.01196568,-0.18642325,-0.06266995,-0.29873605,0.21308190,-0.13791711,0.01966671,0.19399707,-0.07235019,0.23571610,-0.50910194,-0.58715341,-0.75410818,0.11417557,-0.37882730,0.43887891,-0.61443090,0.33931003
-2.75808220,-3.31511240,0.83868840,-0.04850230,0.05373049,0.76378417,0.64140030,-0.23115604,-0.01319744,-0.00582635,0.16873768,-0.01615199,-0.01249103,-0.18848106,-0.06172869,-0.29699236,0.21325568,-0.13744362,0.01881795,0.19320437,-0.07242036,0.23392092,-0.51092407,-0.58625022,-0.75132042,0.11455019,-0.37858419,0.43986818,-0.61799078,0.33910898
-2.75762630,-3.31664540,0.83868520,-0.04979672,0.05421637,0.76324080,0.64190680,-0.23262293,-0.01227004,-0.00461074,0.16929133,-0.01601410,-0.01304270,-0.19041369,-0.06076498,-0.29513097,0.21342625,-0.13700035,0.01797337,0.19251381,-0.07254522,0.23223789,-0.51235230,-0.58525055,-0.74857602,0.11451365,-0.37802573,0.44075434,-0.62125794,0.33929598
-2.75718900,-3.31626130,0.83867840,-0.04962938,0.05425933,0.76260640,0.64266974,-0.23390610,-0.01131013,-0.00326035,0.16980868,-0.01594369,-0.01361936,-0.19221747,-0.05978233,-0.29317236,0.21358865,-0.13658933,0.01713443,0.19191810,-0.07271742,0.23067302,-0.51343178,-0.58417839,-0.74590164,0.11410295,-0.37719330,0.44155506,-0.62426579,0.33987879
-2.75676060,-3.31491880,0.83866990,-0.04873111,0.05408080,0.76192576,0.64356020,-0.23501103,-0.01032333,-0.00179731,0.17028628,-0.01593556,-0.01421964,-0.19388872,-0.05878424,-0.29113702,0.21373788,-0.13621258,0.01630261,0.19140991,-0.07292959,0.22923233,-0.51420763,-0.58305776,-0.74332395,0.11335511,-0.37612830,0.44228803,-0.62704775,0.34086521
-2.75633240,-3.31357600,0.83866130,-0.04783274,0.05390214,0.76124350,0.64444935,-0.23594323,-0.00931530,-0.00024377,0.17072065,-0.01598452,-0.01484220,-0.19542376,-0.05777423,-0.28904544,0.21386897,-0.13587209,0.01547940,0.19098195,-0.07317436,0.22792181,-0.51472498,-0.58191267,-0.74086961,0.11230713,-0.37487214,0.44297091,-0.62963726,0.34226299
-2.75590540,-3.31319100,0.83865535,-0.04762811,0.05390139,0.76055180,0.64528066,-0.23670819,-0.00829166,0.00137813,0.17110832,-0.01608537,-0.01548569,-0.19681891,-0.05675580,-0.28691810,0.21397694,-0.13556989,0.01466627,0.19062691,-0.07344435,0.22674749,-0.51502898,-0.58076711,-0.73856529,0.11099603,-0.37346620,0.44362138,-0.63206771,0.34407991
-2.75548150,-3.31472130,0.83865450,-0.04881108,0.05425654,0.75984275,0.64599746,-0.23731141,-0.00725804,0.00304626,0.17144582,-0.01623292,-0.01614876,-0.19807050,-0.05573247,-0.28477550,0.21405680,-0.13530798,0.01386470,0.19033747,-0.07373221,0.22571536,-0.51516475,-0.57964511,-0.73643765,0.10945880,-0.37195188,0.44425712,-0.63437254,0.34632375
-2.75505760,-3.31625180,0.83865370,-0.04999391,0.05461154,0.75913180,0.64671260,-0.23775838,-0.00622009,0.00473846,0.17172970,-0.01642196,-0.01683007,-0.19917485,-0.05470775,-0.28263811,0.21410359,-0.13508838,0.01307617,0.19010634,-0.07403058,0.22483145,-0.51517743,-0.57857067,-0.73451337,0.10773246,-0.37037058,0.44489581,-0.63658516,0.34900228
-2.75463370,-3.31778200,0.83865280,-0.05117662,0.05496641,0.75841886,0.64742607,-0.23805459,-0.00518343,0.00643260,0.17195646,-0.01664729,-0.01752825,-0.20012828,-0.05368514,-0.28052642,0.21411231,-0.13491310,0.01230216,0.18992621,-0.07433207,0.22410177,-0.51511215,-0.57756780,-0.73281910,0.10585401,-0.36876370,0.44555512,-0.63873899,0.35212328
-2.75419930,-3.31646000,0.83864360,-0.05019930,0.05466957,0.75781230,0.64823740,-0.23766539,-0.00417850,0.00820388,0.17200224,-0.01715224,-0.01835780,-0.20047801,-0.05272206,-0.27839179,0.21408025,-0.13509358,0.01156164,0.18975744,-0.07448519,0.22376259,-0.51495953,-0.57677963,-0.73126070,0.10412866,-0.36775214,0.44626862,-0.64104376,0.35554284
-2.75376490,-3.31513790,0.83863450,-0.04922189,0.05437262,0.75720430,0.64904750,-0.23699087,-0.00318927,0.00995821,0.17195539,-0.01774661,-0.01923203,-0.20055083,-0.05178023,-0.27630656,0.21400727,-0.13540173,0.01084208,0.18963190,-0.07460226,0.22366816,-0.51477901,-0.57613989,-0.72998805,0.10235248,-0.36691580,0.44703316,-0.64338944,0.35945387
-2.75333070,-3.31381630,0.83862530,-0.04824436,0.05407555,0.75659466,0.64985610,-0.23638721,-0.00220953,0.01158705,0.17188201,-0.01825914,-0.02007434,-0.20062414,-0.05082829,-0.27435340,0.21387397,-0.13564214,0.01013495,0.18956121,-0.07475326,0.22367823,-0.51471701,-0.57563286,-0.72914613,0.10044456,-0.36597985,0.44788276,-0.64575424,0.36396303
-2.75292440,-3.31437850,0.83862910,-0.04866841,0.05416289,0.75605110,0.65044945,-0.23659092,-0.00120439,0.01292040,0.17191691,-0.01833387,-0.02072897,-0.20128853,-0.04977877,-0.27264625,0.21362973,-0.13538936,0.00941809,0.18959895,-0.07509300,0.22346402,-0.51500222,-0.57519763,-0.72900644,0.09814407,-0.36424831,0.44889369,-0.64810118,0.36935778
-2.75253200,-3.31588270,0.83863950,-0.04979321,0.05444239,0.75554013,0.65093460,-0.23729610,-0.00020162,0.01401342,0.17199231,-0.01811980,-0.02125957,-0.20228591,-0.04867974,-0.27116402,0.21328182,-0.13482671,0.00870728,0.18968336,-0.07554111,0.22315710,-0.51558186,-0.57487647,-0.72942762,0.09560910,-0.36206311,0.45006842,-0.65046081,0.37549729
-2.75213960,-3.31738730,0.83864987,-0.05091792,0.05472179,0.75502765,0.65141857,-0.23798162,0.00075532,0.01495865,0.17200707,-0.01787414,-0.02177643,-0.20318560,-0.04761186,-0.26986128,0.21286382,-0.13427250,0.00802385,0.18972819,-0.07596706,0.22298949,-0.51635632,-0.57473053,-0.73017466,0.09311950,-0.36002207,0.45137537,-0.65287902,0.38208637
-2.75175140,-3.31793620,0.83865553,-0.05134431,0.05479088,0.75458970,0.65188670,-0.23813967,0.00162881,0.01584907,0.17187037,-0.01785156,-0.02239129,-0.20357219,-0.04665046,-0.26868444,0.21241744,-0.13404157,0.00738409,0.18964657,-0.07623804,0.22318854,-0.51724436,-0.57482455,-0.73099370,0.09096167,-0.35873301,0.45281366,-0.65543785,0.38891314
-2.75137110,-3.31657400,0.83865190,-0.05037421,0.05443947,0.75430200,0.65232456,-0.23748459,0.00240387,0.01674625,0.17154051,-0.01819951,-0.02316816,-0.20321750,-0.04583365,-0.26759041,0.21197528,-0.13431104,0.00679365,0.18939495,-0.07628615,0.22389088,-0.51820183,-0.57518348,-0.73171965,0.08927869,-0.35853150,0.45438978,-0.65816759,0.39591251
-2.75099100,-3.31521200,0.83864826,-0.04940404,0.05408797,0.75401336,0.65276160,-0.23673571,0.00312151,0.01751085,0.17116588,-0.01857450,-0.02394715,-0.20271591,-0.04507317,-0.26666134,0.21150981,-0.13465762,0.00622876,0.18907342,-0.07630527,0.22478099,-0.51937032,-0.57567291,-0.73261981,0.08774433,-0.35864429,0.45603176,-0.66086121,0.40308551
-2.75061100,-3.31385000,0.83864460,-0.04843380,0.05373641,0.75372370,0.65319765,-0.23623545,0.00379624,0.01808036,0.17081963,-0.01881908,-0.02465288,-0.20235442,-0.04433350,-0.26593239,0.21101477,-0.13488774,0.00567853,0.18871739,-0.07638260,0.22568902,-0.52081466,-0.57621253,-0.73377375,0.08624645,-0.35873144,0.45767473,-0.66341103,0.41026112
-2.75028820,-3.31531600,0.83865327,-0.04954414,0.05412023,0.75370280,0.65310675,-0.23687916,0.00447800,0.01830104,0.17067499,-0.01850803,-0.02508939,-0.20288107,-0.04350567,-0.26549338,0.21044836,-0.13447645,0.00511318,0.18841066,-0.07673830,0.22618455,-0.52276598,-0.57663610,-0.73545266,0.08439281,-0.35786029,0.45934250,-0.66565231,0.41779984
-2.74996570,-3.31678200,0.83866197,-0.05065441,0.05450398,0.75368090,0.65301496,-0.23775894,0.00510027,0.01833413,0.17055586,-0.01807661,-0.02545349,-0.20354775,-0.04272070,-0.26526136,0.20987223,-0.13396589,0.00456685,0.18804562,-0.07715124,0.22667354,-0.52491418,-0.57706888,-0.73734684,0.08259626,-0.35697192,0.46094018,-0.66770440,0.42519027
-2.74964280,-3.31824800,0.83867060,-0.05176461,0.05488766,0.75365800,0.65292230,-0.23855146,0.00564200,0.01825237,0.17041034,-0.01768798,-0.02581763,-0.20409748,-0.04202535,-0.26518597,0.20932176,-0.13355410,0.00404887,0.18758922,-0.07754562,0.22728140,-0.52711167,-0.57752705,-0.73928837,0.08102545,-0.35639841,0.46237525,-0.66958050,0.43199562
-2.74932580,-3.31782870,0.83866180,-0.05149310,0.05482349,0.75365520,0.65295230,-0.23855884,0.00607400,0.01822373,0.17011832,-0.01768959,-0.02633932,-0.20397459,-0.04150193,-0.26514729,0.20885636,-0.13365568,0.00357342,0.18695312,-0.07776013,0.22831125,-0.52914395,-0.57805991,-0.74096725,0.07999345,-0.35683545,0.46357049,-0.67135238,0.43787473
-2.74901150,-3.31646680,0.83864440,-0.05053069,0.05453538,0.75366217,0.65304350,-0.23808235,0.00642369,0.01819550,0.16973888,-0.01793276,-0.02695252,-0.20342541,-0.04109909,-0.26516246,0.20844972,-0.13408325,0.00312840,0.18621098,-0.07786884,0.22962399,-0.53106019,-0.57862940,-0.74253201,0.07935865,-0.35793694,0.46448547,-0.67295409,0.44274613
-2.74869750,-3.31510500,0.83862700,-0.04956823,0.05424722,0.75366850,0.65313405,-0.23764021,0.00672507,0.01807001,0.16937257,-0.01816397,-0.02754340,-0.20287463,-0.04074405,-0.26527901,0.20806527,-0.13452398,0.00269790,0.18546759,-0.07799440,0.23096549,-0.53293264,-0.57917141,-0.74418674,0.07888690,-0.35913707,0.46508101,-0.67429823,0.44649658
-2.74840930,-3.31467100,0.83861710,-0.04927331,0.05419402,0.75372225,0.65309870,-0.23774343,0.00701008,0.01776090,0.16911275,-0.01813308,-0.02799977,-0.20274951,-0.04036722,-0.26553748,0.20766842,-0.13466736,0.00226687,0.18481802,-0.07825970,0.23207313,-0.53482978,-0.57961057,-0.74611522,0.07834092,-0.35987342,0.46532717,-0.67529345,0.44900114
-2.74817370,-3.31609250,0.83862210,-0.05031351,0.05461076,0.75387180,0.65281210,-0.23867393,0.00729071,0.01721274,0.16899981,-0.01769610,-0.02825719,-0.20328527,-0.03993377,-0.26597136,0.20723253,-0.13433897,0.00183113,0.18431796,-0.07873460,0.23279775,-0.53680240,-0.57991608,-0.74843973,0.07758974,-0.35983973,0.46521393,-0.67589823,0.45012391
-2.74793800,-3.31751420,0.83862720,-0.05135364,0.05502744,0.75402030,0.65252453,-0.23972143,0.00752211,0.01655074,0.16890632,-0.01719694,-0.02847207,-0.20389204,-0.03953915,-0.26651117,0.20680498,-0.13396842,0.00141513,0.18388755,-0.07924646,0.23345609,-0.53866149,-0.58020448,-0.75087776,0.07696093,-0.35978415,0.46472256,-0.67628419,0.44961260
-2.74770210,-3.31893560,0.83863230,-0.05239370,0.05544403,0.75416774,0.65223616,-0.24055563,0.00769528,0.01585552,0.16878267,-0.01679903,-0.02872104,-0.20430291,-0.03921686,-0.26709459,0.20641197,-0.13375236,0.00102538,0.18350775,-0.07971348,0.23417675,-0.54027930,-0.58052072,-0.75326546,0.07658542,-0.36001869,0.46384182,-0.67655493,0.44736163
-2.74742460,-3.31757120,0.83861530,-0.05143598,0.05520637,0.75435580,0.65211490,-0.24024529,0.00778620,0.01535497,0.16842740,-0.01692698,-0.02920931,-0.20377297,-0.03905269,-0.26755819,0.20608385,-0.13420031,0.00067537,0.18307092,-0.07991985,0.23536569,-0.54139519,-0.58097080,-0.75526090,0.07684302,-0.36141094,0.46252761,-0.67688418,0.44296962
-2.74714700,-3.31620700,0.83859840,-0.05047820,0.05496865,0.75454320,0.65199310,-0.23973248,0.00783405,0.01483144,0.16804349,-0.01714479,-0.02973587,-0.20304880,-0.03894469,-0.26805360,0.20577622,-0.13478476,0.00034357,0.18266801,-0.08006966,0.23661260,-0.54223884,-0.58146635,-0.75717109,0.07733710,-0.36304941,0.46087582,-0.67716524,0.43698279
-2.74686930,-3.31484270,0.83858140,-0.04952037,0.05473088,0.75472975,0.65187060,-0.23937018,0.00785935,0.01421491,0.16772159,-0.01729832,-0.03022974,-0.20241266,-0.03885044,-0.26862185,0.20548084,-0.13531555,0.00002128,0.18234731,-0.08023590,0.23774832,-0.54288188,-0.58197942,-0.75907637,0.07789444,-0.36457845,0.45896093,-0.67741189,0.42977153
-2.74663970,-3.31531260,0.83857864,-0.04987945,0.05496194,0.75501390,0.65149470,-0.23986011,0.00789863,0.01336310,0.16759076,-0.01704492,-0.03053824,-0.20244025,-0.03868218,-0.26935219,0.20515225,-0.13537774,-0.00030872,0.18218259,-0.08058144,0.23844668,-0.54348035,-0.58243846,-0.76122514,0.07817619,-0.36524942,0.45680921,-0.67757088,0.42165938
-2.74643420,-3.31669970,0.83858310,-0.05089694,0.05542736,0.75534606,0.65099140,-0.24091927,0.00793225,0.01232556,0.16762347,-0.01653867,-0.03072526,-0.20289829,-0.03848375,-0.27021421,0.20483240,-0.13516016,-0.00063678,0.18214523,-0.08103598,0.23884513,-0.54398111,-0.58288235,-0.76346894,0.07830637,-0.36540153,0.45445041,-0.67769912,0.41278089
-2.74622870,-3.31808700,0.83858760,-0.05191435,0.05589269,0.75567700,0.65048695,-0.24205873,0.00793694,0.01120411,0.16776543,-0.01604316,-0.03090415,-0.20338230,-0.03831941,-0.27113985,0.20457919,-0.13497830,-0.00095057,0.18218764,-0.08147579,0.23917382,-0.54429502,-0.58337519,-0.76556298,0.07849295,-0.36559258,0.45197679,-0.67790534,0.40340798
-2.74599170,-3.31855680,0.83858186,-0.05225445,0.05612869,0.75599706,0.65006730,-0.24275441,0.00790048,0.01013591,0.16791642,-0.01580651,-0.03119237,-0.20347508,-0.03824260,-0.27203820,0.20442672,-0.13513284,-0.00124274,0.18225344,-0.08176892,0.23966910,-0.54432403,-0.58398532,-0.76726370,0.07893640,-0.36637412,0.44949691,-0.67832801,0.39385369
